
TimeEdit,Linköpings universitet
"Asgård, Asgård,Bakdörren, Bakdörren,Brandväggen, Brandväggen,Egypten, Egypten,Multicore, Multicore,Olympen, Olympen,Resistorn, Resistorn,SU00, SU00,SU01, SU01,SU02, SU02,SU03, SU03,SU04, SU04,SU10, SU10,SU11, SU11,SU12, SU12,SU13, SU13,SU14, SU14,SU15/16, SU15/16,SU17/18, SU17/18 + SU24, SU24,SU25, SU25,Vippan, Vippan",2026-03-02 - 2026-03-08 v 10 v 10-v 10 Mån-Fre,
Startdatum,Starttid,Slutdatum,Sluttid,Kurs,Undervisningstyp,Lokal,Kartlänk,Lärare,Studentgrupp,Fria grupper,Information till student,Kartlänk 
2026-03-04,15:15,2026-03-04,17:00,TDDE44,Laboration,"SU13,SU14","https://use.mazemap.com/?campusid=742&sharepoitype=identifier&sharepoi=E0007002%3A3B%3A461F,https://use.mazemap.com/?campusid=742&sharepoitype=identifier&sharepoi=E0007002%3A3B%3A469","Alva Söderlind,Sara Collet,Simon Ekman",MED1,,Labbtillfälle 4.1,
2026-03-04,15:15,2026-03-04,17:00,TDTS04,Laboration,SU24,https://use.mazemap.com/?campusid=742&sharepoitype=identifier&sharepoi=E0007002%3A3C%3A521,Mohammad Borhani,"DI2,IP1",Grupp D,Labb 7: TLS,
2026-03-04,15:15,2026-03-04,17:00,TDTS04,Laboration,SU25,https://use.mazemap.com/?campusid=742&sharepoitype=identifier&sharepoi=E0007002%3A3C%3A527,Suleman Khan,"DI2,IP1",Grupp E,Labb 7: TLS,
2026-03-04,15:15,2026-03-04,17:00,TDTS04,Laboration,Vippan,https://use.mazemap.com/?campusid=742&sharepoitype=identifier&sharepoi=E0007002%3A3C%3A509,Ethan Witwer,"DI2,IP1",Grupp F,Labb 7: TLS,
2026-03-04,17:15,2026-03-04,19:00,TAOP07,Laboration,Egypten,https://use.mazemap.com/?campusid=742&sharepoitype=identifier&sharepoi=E0007002%3A325%3A234,Gunnar Lidestam,TMA2,,"Laboration 3, handledning",
2026-03-04,17:15,2026-03-04,19:00,TAOP62,Laboration,"SU15/16,SU17/18","https://use.mazemap.com/?campusid=742&sharepoitype=identifier&sharepoi=E0007002%3A3C%3A472,https://use.mazemap.com/?campusid=742&sharepoitype=identifier&sharepoi=E0007002%3A3C%3A484","Jan Rolfes,Sachin Rajendran,Stefan Engevall",I2,,Anmälan till ETT pass denna vecka sker på LISAM.,
2026-03-04,17:15,2026-03-04,21:00,TSRT09,Laboration,Vippan,https://use.mazemap.com/?campusid=742&sharepoitype=identifier&sharepoi=E0007002%3A3C%3A509,,,,LAB 2 no Lab Assistant,
2026-03-04,19:15,2026-03-04,21:00,TAOP62,Laboration,"SU15/16,SU17/18","https://use.mazemap.com/?campusid=742&sharepoitype=identifier&sharepoi=E0007002%3A3C%3A472,https://use.mazemap.com/?campusid=742&sharepoitype=identifier&sharepoi=E0007002%3A3C%3A484","Jan Rolfes,Sachin Rajendran,Stefan Engevall",I2,,Anmälan till ETT pass denna vecka sker på LISAM.,
2026-03-05,08:15,2026-03-05,10:00,TDDD97,Laboration,"Asgård,Egypten,Olympen,SU24,SU25","https://use.mazemap.com/?campusid=742&sharepoitype=identifier&sharepoi=E0007002%3A325%3A224,https://use.mazemap.com/?campusid=742&sharepoitype=identifier&sharepoi=E0007002%3A325%3A234,https://use.mazemap.com/?campusid=742&sharepoitype=identifier&sharepoi=E0007002%3A325%3A202,https://use.mazemap.com/?campusid=742&sharepoitype=identifier&sharepoi=E0007002%3A3C%3A521,https://use.mazemap.com/?campusid=742&sharepoitype=identifier&sharepoi=E0007002%3A3C%3A527","Andreas Stenmark,Arsal Azhar,Charlie Simonsson,Henrik Rehn,Simon Gunnarsson,Simon Teklehaimanot","CS1,CYS1,DI3",,,
2026-03-05,08:15,2026-03-05,10:00,"TDDE47,TDDE68",Laboration,"Bakdörren,Brandväggen","https://use.mazemap.com/?campusid=742&sharepoitype=identifier&sharepoi=E0007002%3A2C%3A501B,https://use.mazemap.com/?campusid=742&sharepoitype=identifier&sharepoi=E0007002%3A2C%3A513B",Máté Földiák,IT2,Grupp F,,
2026-03-05,08:15,2026-03-05,10:00,"TDDE47,TDDE68",Laboration,"SU00,SU01","https://use.mazemap.com/?campusid=742&sharepoitype=identifier&sharepoi=E0007002%3A2C%3A447,https://use.mazemap.com/?campusid=742&sharepoitype=identifier&sharepoi=E0007002%3A2D%3A446","Amin Bajand,Dag Jönsson","CS1,D2,U2",Grupp A,,
2026-03-05,08:15,2026-03-05,10:00,"TDDE47,TDDE68",Laboration,"SU02,SU03","https://use.mazemap.com/?campusid=742&sharepoitype=identifier&sharepoi=E0007002%3A2D%3A460,https://use.mazemap.com/?campusid=742&sharepoitype=identifier&sharepoi=E0007002%3A2C%3A459",Masoud Sadrnezhaad,"CS1,D2,U2",Grupp B,,
2026-03-05,08:15,2026-03-05,10:00,"TDDE47,TDDE68",Laboration,"SU10,SU11","https://use.mazemap.com/?campusid=742&sharepoitype=identifier&sharepoi=E0007002%3A3D%3A468,https://use.mazemap.com/?campusid=742&sharepoitype=identifier&sharepoi=E0007002%3A3C%3A469",Animesh Thakur,"CS1,D2,U2",Grupp C,,
2026-03-05,08:15,2026-03-05,10:00,"TDDE47,TDDE68",Laboration,"SU13,SU14","https://use.mazemap.com/?campusid=742&sharepoitype=identifier&sharepoi=E0007002%3A3B%3A461F,https://use.mazemap.com/?campusid=742&sharepoitype=identifier&sharepoi=E0007002%3A3B%3A469",Simon Alm-Mårtensson,"CS1,D2,U2",Grupp D,,
2026-03-05,08:15,2026-03-05,10:00,"TDDE47,TDDE68",Laboration,SU15/16,https://use.mazemap.com/?campusid=742&sharepoitype=identifier&sharepoi=E0007002%3A3C%3A472,Arvid Rämsberg,"CS1,D2,U2",Grupp E,,
2026-03-05,08:15,2026-03-05,10:00,TSRT09,Laboration,Resistorn,https://use.mazemap.com/?campusid=742&sharepoitype=identifier&sharepoi=E0007002%3A2D%3A532,,,,LAB 2 redovis,
2026-03-05,10:15,2026-03-05,12:00,TAOP07,Laboration,Egypten,https://use.mazemap.com/?campusid=742&sharepoitype=identifier&sharepoi=E0007002%3A325%3A234,Gunnar Lidestam,MAT2,,"Laboration 3, handledning",
2026-03-05,10:15,2026-03-05,12:00,TDDD78,Laboration,"SU24,SU25","https://use.mazemap.com/?campusid=742&sharepoitype=identifier&sharepoi=E0007002%3A3C%3A521,https://use.mazemap.com/?campusid=742&sharepoitype=identifier&sharepoi=E0007002%3A3C%3A527","Enzo Cummerow Visser,Ermia Behzadifar",U1,,,
2026-03-05,13:15,2026-03-05,15:00,TANA23,Laboration,"SU24,SU25","https://use.mazemap.com/?campusid=742&sharepoitype=identifier&sharepoi=E0007002%3A3C%3A521,https://use.mazemap.com/?campusid=742&sharepoitype=identifier&sharepoi=E0007002%3A3C%3A527",Fredrik Berntsson,IT1,,Laboration 2: Första tillfället,
2026-03-05,13:15,2026-03-05,15:00,TAOP07,Laboration,SU04,https://use.mazemap.com/?campusid=742&sharepoitype=identifier&sharepoi=E0007002%3A2C%3A464,Aban Ansari-Önnestam,Y2.a,,"Laboration 3, handledning",
2026-03-05,13:15,2026-03-05,17:00,TDDD95,Laboration,"SU00,SU01,SU02,SU03","https://use.mazemap.com/?campusid=742&sharepoitype=identifier&sharepoi=E0007002%3A2C%3A447,https://use.mazemap.com/?campusid=742&sharepoitype=identifier&sharepoi=E0007002%3A2D%3A446,https://use.mazemap.com/?campusid=742&sharepoitype=identifier&sharepoi=E0007002%3A2D%3A460,https://use.mazemap.com/?campusid=742&sharepoitype=identifier&sharepoi=E0007002%3A2C%3A459","Jorke de Vlas,Leif Eriksson","CS1,DSI1",,,
2026-03-05,13:15,2026-03-05,15:00,TDDE61,Laboration,Bakdörren,https://use.mazemap.com/?campusid=742&sharepoitype=identifier&sharepoi=E0007002%3A2C%3A501B,,CYS1,Grupp A,Group A,
2026-03-05,13:15,2026-03-05,15:00,TDDE61,Laboration,Brandväggen,https://use.mazemap.com/?campusid=742&sharepoitype=identifier&sharepoi=E0007002%3A2C%3A513B,Charilaos Skandylas,CYS1,Grupp B,Group B,
2026-03-05,13:15,2026-03-05,15:00,TDDI08,Laboration,"SU13,SU14","https://use.mazemap.com/?campusid=742&sharepoitype=identifier&sharepoi=E0007002%3A3B%3A461F,https://use.mazemap.com/?campusid=742&sharepoitype=identifier&sharepoi=E0007002%3A3B%3A469",Xiaopeng Teng,"DI3,EL3",,,
2026-03-05,13:15,2026-03-05,15:00,TDIU20,Laboration,"SU10,SU11","https://use.mazemap.com/?campusid=742&sharepoitype=identifier&sharepoi=E0007002%3A3D%3A468,https://use.mazemap.com/?campusid=742&sharepoitype=identifier&sharepoi=E0007002%3A3C%3A469","Behrad Behnoushan,Eric Ekström,Love Arreborn,Oliver Brandett,Viktor Karlsson,Wiktor Liew","DI1,EL2","Grupp A,Grupp B",,
2026-03-05,13:15,2026-03-05,17:00,TSBB14,Laboration,Asgård,https://use.mazemap.com/?campusid=742&sharepoitype=identifier&sharepoi=E0007002%3A325%3A224,Maria Magnusson,TB3,,"Projektlab 2, grupp B",
2026-03-05,15:15,2026-03-05,17:00,TAOP07,Laboration,SU15/16,https://use.mazemap.com/?campusid=742&sharepoitype=identifier&sharepoi=E0007002%3A3C%3A472,Aban Ansari-Önnestam,Y2.b,,"Laboration 3, handledning",
2026-03-05,15:15,2026-03-05,17:00,TDIU20,Laboration,"SU10,SU11","https://use.mazemap.com/?campusid=742&sharepoitype=identifier&sharepoi=E0007002%3A3D%3A468,https://use.mazemap.com/?campusid=742&sharepoitype=identifier&sharepoi=E0007002%3A3C%3A469","Behrad Behnoushan,Eric Ekström,Love Arreborn,Oliver Brandett,Viktor Karlsson,Wiktor Liew","DI1,EL2","Grupp C,Grupp D",,
2026-03-05,17:15,2026-03-05,18:00,TDTS04,Laboration,"SU12,SU13,SU14","https://use.mazemap.com/?campusid=742&sharepoitype=identifier&sharepoi=E0007002%3A3C%3A466,https://use.mazemap.com/?campusid=742&sharepoitype=identifier&sharepoi=E0007002%3A3B%3A461F,https://use.mazemap.com/?campusid=742&sharepoitype=identifier&sharepoi=E0007002%3A3B%3A469","Mohammad Borhani,Suleman Khan","DI2,IP1","Grupp A,Grupp B,Grupp C,Grupp D,Grupp E,Grupp F",Öppet labbtillfälle,
2026-03-06,07:00,2026-03-06,12:30,,Datortenta,SU15/16,https://use.mazemap.com/?campusid=742&sharepoitype=identifier&sharepoi=E0007002%3A3C%3A472,,,,,
2026-03-06,08:15,2026-03-06,10:00,TDDE09,Projekt,Egypten,https://use.mazemap.com/?campusid=742&sharepoitype=identifier&sharepoi=E0007002%3A325%3A234,,"CS1,DSI1",,Project work,
2026-03-06,08:15,2026-03-06,10:00,TDDE44,Laboration,Olympen,https://use.mazemap.com/?campusid=742&sharepoitype=identifier&sharepoi=E0007002%3A325%3A202,"Andreas Stenmark,Jakob Arnell Larsen",Y1.a,,Labbtillfälle 4.2,
2026-03-06,08:15,2026-03-06,10:00,TDDE44,Laboration,SU17/18,https://use.mazemap.com/?campusid=742&sharepoitype=identifier&sharepoi=E0007002%3A3C%3A484,"Alva Söderlind,Sara Collet,Simon Ekman",MED1,,Labbtillfälle 4.2,
2026-03-06,08:15,2026-03-06,10:00,TDDE44,Laboration,SU24,https://use.mazemap.com/?campusid=742&sharepoitype=identifier&sharepoi=E0007002%3A3C%3A521,"Kacper Mateusz Sieklucki,Wiktor Liew",Y1.b,,Labbtillfälle 4.2,
2026-03-06,08:15,2026-03-06,10:00,TDDE44,Laboration,SU25,https://use.mazemap.com/?campusid=742&sharepoitype=identifier&sharepoi=E0007002%3A3C%3A527,"Anh Truong,Dag Jönsson",Y1.c,,Labbtillfälle 4.2,
2026-03-06,08:15,2026-03-06,10:00,TDDE44,Laboration,Vippan,https://use.mazemap.com/?campusid=742&sharepoitype=identifier&sharepoi=E0007002%3A3C%3A509,"Christopher Claesson,Soshyant Youssefi",TMA1,,Labbtillfälle 4.2,
2026-03-06,10:15,2026-03-06,12:00,TAOP88,Laboration,Resistorn,https://use.mazemap.com/?campusid=742&sharepoitype=identifier&sharepoi=E0007002%3A2D%3A532,Björn Morén,EMM3.a,,La 5,
2026-03-06,10:15,2026-03-06,12:00,TAOP88,Laboration,Vippan,https://use.mazemap.com/?campusid=742&sharepoitype=identifier&sharepoi=E0007002%3A3C%3A509,Jan Rolfes,EMM3.b,,La 5,
2026-03-06,10:15,2026-03-06,12:00,TDDD80,Inlämning,SU10,https://use.mazemap.com/?campusid=742&sharepoitype=identifier&sharepoi=E0007002%3A3D%3A468,Sahand Sadjadee,U1,Grupp 2,Demo och inlämning av labb F2 navigering,
2026-03-06,10:15,2026-03-06,12:00,TDDD80,Inlämning,SU11,https://use.mazemap.com/?campusid=742&sharepoitype=identifier&sharepoi=E0007002%3A3C%3A469,Vilgot Johansen,U1,Grupp 3,Demo och inlämning av labb F2 navigering,
2026-03-06,10:15,2026-03-06,12:00,TDDD80,Inlämning,SU12,https://use.mazemap.com/?campusid=742&sharepoitype=identifier&sharepoi=E0007002%3A3C%3A466,"Arthur Junior Nordström,Kevin Gullander",U1,Grupp 4,Demo och inlämning av labb F2 navigering,
2026-03-06,10:15,2026-03-06,12:00,TDDD80,Inlämning,SU13,https://use.mazemap.com/?campusid=742&sharepoitype=identifier&sharepoi=E0007002%3A3B%3A461F,Sigge Wallenberg Bondesson,U1,Grupp 1,Demo och inlämning av labb F2 navigering,
2026-03-06,10:15,2026-03-06,12:00,TDDE61,Laboration,Bakdörren,https://use.mazemap.com/?campusid=742&sharepoitype=identifier&sharepoi=E0007002%3A2C%3A501B,Charilaos Skandylas,CYS1,Grupp D,Group D,
2026-03-06,10:15,2026-03-06,12:00,TDDE61,Laboration,Brandväggen,https://use.mazemap.com/?campusid=742&sharepoitype=identifier&sharepoi=E0007002%3A2C%3A513B,,CYS1,Grupp C,Group C,
2026-03-06,10:15,2026-03-06,12:00,TDDE77,Datalaboration,SU24,https://use.mazemap.com/?campusid=742&sharepoitype=identifier&sharepoi=E0007002%3A3C%3A521,Sebastian Mair,D3,,cancelled,
2026-03-06,10:15,2026-03-06,12:00,TDDE77,Datalaboration,SU25,https://use.mazemap.com/?campusid=742&sharepoitype=identifier&sharepoi=E0007002%3A3C%3A527,Erik Larsson,D3,,,
2026-03-06,10:15,2026-03-06,12:00,TDTS07,Laboration,"SU00,SU01","https://use.mazemap.com/?campusid=742&sharepoitype=identifier&sharepoi=E0007002%3A2C%3A447,https://use.mazemap.com/?campusid=742&sharepoitype=identifier&sharepoi=E0007002%3A2D%3A446",Xiaopeng Teng,"CS1,ELE1",,,
2026-03-06,13:15,2026-03-06,15:00,"91MA32,92MA32",Programmeringsstuga,SU04,https://use.mazemap.com/?campusid=742&sharepoitype=identifier&sharepoi=E0007002%3A2C%3A464,Karl-Erik Gladysz,"Ä79T2ma,Ä79T4ma,ÄGYT2ma,ÄGYT4ma",,,
2026-03-06,13:15,2026-03-06,15:00,TDDE51,Laboration,"SU10,SU11","https://use.mazemap.com/?campusid=742&sharepoitype=identifier&sharepoi=E0007002%3A3D%3A468,https://use.mazemap.com/?campusid=742&sharepoitype=identifier&sharepoi=E0007002%3A3C%3A469","Masoud Sadrnezhaad,Máté Földiák",CS1,,,
2026-03-06,13:15,2026-03-06,15:00,TDDE62,Laboration,"Bakdörren,Brandväggen,SU00","https://use.mazemap.com/?campusid=742&sharepoitype=identifier&sharepoi=E0007002%3A2C%3A501B,https://use.mazemap.com/?campusid=742&sharepoitype=identifier&sharepoi=E0007002%3A2C%3A513B,https://use.mazemap.com/?campusid=742&sharepoitype=identifier&sharepoi=E0007002%3A2C%3A447",Gurjot Singh,"CS1,CYS1",,,
2026-03-06,15:15,2026-03-06,17:00,TAOP62,Laboration,Egypten,https://use.mazemap.com/?campusid=742&sharepoitype=identifier&sharepoi=E0007002%3A325%3A234,"Jan Rolfes,Sachin Rajendran",I2,,"Ej bokningsbart reservtillfälle lab Heltal för dig som inte hann klart, eller som missade ordinarie tilfälle.",
2026-03-06,15:15,2026-03-06,17:00,TDDD97,Laboration,"SU15/16,SU17/18,SU24,SU25","https://use.mazemap.com/?campusid=742&sharepoitype=identifier&sharepoi=E0007002%3A3C%3A472,https://use.mazemap.com/?campusid=742&sharepoitype=identifier&sharepoi=E0007002%3A3C%3A484,https://use.mazemap.com/?campusid=742&sharepoitype=identifier&sharepoi=E0007002%3A3C%3A521,https://use.mazemap.com/?campusid=742&sharepoitype=identifier&sharepoi=E0007002%3A3C%3A527","Andreas Stenmark,Arsal Azhar,Charlie Simonsson,Henrik Rehn,Simon Gunnarsson,Simon Teklehaimanot","CS1,CYS1,DI3",,,
